ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Item Description,Molecule/Test Type,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
5293,102-GY-T01,Pre-PQ Process,SCMS-225,ASN-113,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,15-Nov-06,15-Nov-06,15-Nov-06,HRDT,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",,Test kit,100,230,18400.0,80.0,0.8,Yes,38681,801.54,
5294,102-NG-T01,Pre-PQ Process,SCMS-228,ASN-141,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,18-Jan-07,18-Jan-07,18-Jan-07,HRDT,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",,Test kit,20,40,1600.0,40.0,2.0,Yes,14,713.58,
5295,102-NG-T01,Pre-PQ Process,SCMS-229,ASN-155,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,17-Dec-06,17-Dec-06,17-Dec-06,HRDT,HIV test,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",,Test kit,100,8,3200.0,400.0,4.0,Yes,Weight Captured Separately,Invoiced Separately,
5303,113-ZW-T01,Pre-PQ Process,SCMS-348,ASN-286,Zimbabwe,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,1/19/2007,19-Mar-07,19-Mar-07,19-Mar-07,ARV,Pediatric,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Didanosine,50mg,Chewable/dispersible tablet,60,54,513.0,9.5,0.16,Yes,Weight Captured Separately,Freight Included in Commodity Cost,
5304,109-TZ-T01,Pre-PQ Process,SCMS-367,ASN-221,Tanzania,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/25/2007,23-Mar-07,23-Mar-07,23-Mar-07,HRDT,HIV test,"HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",,Test kit,100,700,97300.0,139.0,1.39,Yes,488,3114.08,
5324,102-GY-T01,Pre-PQ Process,SCMS-526,ASN-343,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/2/2007,30-Apr-07,30-Apr-07,30-Apr-07,HRDT,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",,Test kit,20,1000,32000.0,32.0,1.6,Yes,337,5240.47,
5352,102-GY-T01,Pre-PQ Process,SCMS-765,ASN-575,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/6/2007,7-Aug-07,7-Aug-07,7-Aug-07,HRDT,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",,Test kit,20,1500,48000.0,32.0,1.6,Yes,515,8576.8,76.8
5353,102-GY-T01,Pre-PQ Process,SCMS-767,ASN-620,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/25/2007,9-Aug-07,21-Aug-07,21-Aug-07,HRDT,HIV test,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",,Test kit,100,300,21597.0,71.99,0.72,Yes,69,1398.6,34.56
5364,104-CI-T01,Pre-PQ Process,SCMS-10070,ASN-640,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,5/9/2007,24-Aug-07,24-Aug-07,24-Aug-07,ARV,Pediatric,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Didanosine,50mg,Chewable/dispersible tablet,60,1577,14981.5,9.5,0.16,Yes,309,Freight Included in Commodity Cost,23.97
5365,100-HT-T01,Pre-PQ Process,SCMS-10080,ASN-664,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/26/2007,13-Aug-07,13-Aug-07,13-Aug-07,HRDT,HIV test - Ancillary,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",,Test kit - Ancillary,100,450,4.5,0.01,0.0,Yes,Weight Captured Separately,Invoiced Separately,0.01
5366,100-HT-T01,Pre-PQ Process,SCMS-10080,ASN-606,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/26/2007,13-Aug-07,7-Aug-07,7-Aug-07,HRDT,HIV test - Ancillary,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",,Test kit - Ancillary,100,300,3.0,0.01,0.0,Yes,24,240,0.0
5428,104-CI-T01,Pre-PQ Process,SCMS-12400,ASN-794,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,9/18/2007,23-Oct-07,23-Oct-07,23-Oct-07,HRDT,HIV test,"HIV 1/2, Bioline 3.0 Kit, (no accessories), 30 Tests","HIV 1/2, Bioline 3.0 Kit (no accessories)",,Test kit,30,2000,47000.0,23.5,0.78,Yes,750,7961.7,75.2
5446,107-RW-T01,Pre-PQ Process,SCMS-13020,ASN-914,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/18/2007,19-Nov-07,19-Nov-07,19-Nov-07,HRDT,HIV test,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests","HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit",,Test kit,30,1400,23100.0,16.5,0.55,Yes,405,3616.95,36.96
5507,116-ZA-T01,Pre-PQ Process,SCMS-14050,ASN-1251,South Africa,PMO - US,Direct Drop,DDP,,Pre-PQ Process,11/12/2007,29-Jan-08,29-Jan-08,29-Jan-08,ARV,Adult,"Efavirenz 600mg [Stocrin/Sustiva], tablets, 30 Tabs",Efavirenz,600mg,Tablet,30,600,12996.0,21.66,0.72,No,Weight Captured Separately,Freight Included in Commodity Cost,20.79
5508,116-ZA-T01,Pre-PQ Process,SCMS-14050,ASN-1251,South Africa,PMO - US,Direct Drop,DDP,,Pre-PQ Process,11/12/2007,29-Jan-08,29-Jan-08,29-Jan-08,ARV,Pediatric,"Ritonavir 80mg/ml [Norvir], oral solution, cool, Bottle, 90 ml",Ritonavir,80mg/ml,Oral solution,90,3,28.95,9.65,0.11,No,Weight Captured Separately,Freight Included in Commodity Cost,0.05
5509,116-ZA-T01,Pre-PQ Process,SCMS-14050,ASN-1251,South Africa,PMO - US,Direct Drop,DDP,,Pre-PQ Process,11/12/2007,29-Jan-08,29-Jan-08,29-Jan-08,ARV,Adult,"Lopinavir/Ritonavir 133.3/33.3mg [Kaletra], capsules, cool, 2 x 90 Caps",Lopinavir/Ritonavir,133.3/33.3mg,Capsule,180,400,19304.0,48.26,0.27,No,Weight Captured Separately,Freight Included in Commodity Cost,30.89
5510,116-ZA-T01,Pre-PQ Process,SCMS-14050,ASN-1251,South Africa,PMO - US,Direct Drop,DDP,,Pre-PQ Process,11/12/2007,29-Jan-08,29-Jan-08,29-Jan-08,ARV,Adult,"Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,250mg,Delayed-release capsules - blister,30,100,2208.0,22.08,0.74,No,Weight Captured Separately,Freight Included in Commodity Cost,3.53
5522,108-VN-T01,Pre-PQ Process,SCMS-14210,ASN-1340,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,11/22/2007,6-Mar-08,6-Mar-08,6-Mar-08,ARV,Adult,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,200/50mg,Tablet,120,1000,82200.0,82.2,0.68,Yes,249,3120.92,131.52
5532,107-RW-T01,Pre-PQ Process,SCMS-14630,ASN-1198,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,12/10/2007,31-Jan-08,28-Jan-08,28-Jan-08,HRDT,HIV test,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",,Test kit,100,1500,107985.0,71.99,0.72,Yes,340,9479.89,172.78
5534,108-VN-T01,Pre-PQ Process,SCMS-14760,ASN-1230,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,12/5/2007,1-Feb-08,1-Feb-08,1-Feb-08,ARV,Adult,"Stavudine 15mg, capsules, 60 Caps",Stavudine,15mg,Capsule,60,600,900.0,1.5,0.02,No,See ASN-1230 (ID#:1530),See ASN-1230 (ID#:1530),1.44
5551,100-HT-T01,Pre-PQ Process,SCMS-15480,ASN-1403,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,10-Mar-08,10-Mar-08,10-Mar-08,HRDT,HIV test,"HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",,Test kit,100,2,278.0,139.0,1.39,Yes,1,897.52,0.44
5575,116-ZA-T01,Pre-PQ Process,SCMS-16600,ASN-1520,South Africa,PMO - US,Direct Drop,DDP,,Pre-PQ Process,1/4/2008,21-Jan-08,4-Jan-08,4-Jan-08,ARV,Adult,"Stavudine 40mg [Zerit], capsules, 60 Caps",Stavudine,40mg,Capsule,60,200,1146.0,5.73,0.1,No,Weight Captured Separately,Freight Included in Commodity Cost,1.83
5589,102-BW-T01,Pre-PQ Process,SCMS-16720,ASN-1402,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/4/2008,3-Apr-08,3-Apr-08,3-Apr-08,HRDT,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",,Test kit,20,450,14400.0,32.0,1.6,Yes,155,1625.08,23.04
5590,102-NG-T01,Pre-PQ Process,SCMS-16890,ASN-1874,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/29/2008,19-Sep-08,20-Jun-08,20-Jun-08,HRDT,HIV test,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",,Test kit,20,7301,197127.0,27.0,1.35,Yes,2093,16036.94,315.4
5595,128-BJ-T01,Pre-PQ Process,SCMS-17280,ASN-1412,Benin,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/6/2008,10-Mar-08,10-Mar-08,10-Mar-08,HRDT,HIV test - Ancillary,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",,Test kit - Ancillary,100,1436,14.36,0.01,0.0,Yes,Weight Captured Separately,Invoiced Separately,0.02
5596,128-BJ-T01,Pre-PQ Process,SCMS-17280,ASN-1380,Benin,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/6/2008,10-Mar-08,4-Mar-08,4-Mar-08,HRDT,HIV test,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",,Test kit,100,1436,103377.64,71.99,0.72,Yes,327,6687.51,165.4
5622,110-ZM-T01,Pre-PQ Process,SCMS-18070,ASN-1577,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/25/2008,22-Apr-08,22-Apr-08,22-Apr-08,HRDT,HIV test - Ancillary,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",,Test kit - Ancillary,100,2000,20.0,0.01,0.0,Yes,Weight Captured Separately,Invoiced Separately,0.03
5634,104-CI-T01,Pre-PQ Process,SCMS-18300,ASN-3434,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/3/2008,19-Mar-09,19-Mar-09,19-Mar-09,HRDT,HIV test,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",,Test kit,25,659,13180.0,20.0,0.8,Yes,206,2358.13,25.83
5635,102-LS-T01,Pre-PQ Process,SCMS-18370,ASN-1660,Lesotho,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/27/2008,14-Jul-08,14-Jul-08,14-Jul-08,HRDT,HIV test,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",,Test kit,100,7,2450.0,350.0,3.5,Yes,17,587.63,3.92
5645,102-BW-T01,Pre-PQ Process,SCMS-18730,ASN-1608,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/11/2008,23-Jun-08,4-Jun-08,4-Jun-08,HRDT,HIV test,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",,Test kit,100,200,14398.0,71.99,0.72,Yes,46,1028.18,23.04
5646,123-NG-T01,Pre-PQ Process,SCMS-18740,ASN-1553,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/11/2008,8-May-08,7-Apr-08,7-Apr-08,HRDT,HIV test - Ancillary,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",,Test kit - Ancillary,100,285,2.85,0.01,0.0,Yes,Weight Captured Separately,Invoiced Separately,0.0
5647,114-UG-T01,Pre-PQ Process,SCMS-18750,ASN-1618,Uganda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/11/2008,22-May-08,22-May-08,22-May-08,HRDT,HIV test - Ancillary,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",,Test kit - Ancillary,100,850,8.5,0.01,0.0,Yes,56,360,0.01
5657,114-UG-T01,Pre-PQ Process,SCMS-18900,ASN-1543,Uganda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/14/2008,2-Jun-08,2-Jun-08,2-Jun-08,HRDT,HIV test,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",,Test kit,20,1275,34425.0,27.0,1.35,Yes,483,4193.88,55.08
5658,114-UG-T01,Pre-PQ Process,SCMS-18910,ASN-1614,Uganda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/13/2008,2-Jun-08,2-Jun-08,2-Jun-08,HRDT,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",,Test kit,20,85,2720.0,32.0,1.6,Yes,85,1253.98,4.35
5661,104-CI-T01,Pre-PQ Process,SCMS-19100,ASN-1598,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/18/2008,30-May-08,30-May-08,30-May-08,HRDT,HIV test,"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",,Test kit,40,331,25156.0,76.0,1.9,Yes,366,7915.98,40.25
5675,116-ZA-T01,Pre-PQ Process,SCMS-19800,ASN-1664,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2/20/2008,24-Apr-08,29-Feb-08,29-Feb-08,ARV,Adult,"Zidovudine 300mg [Retrovir], tablets, 60 Tabs",Zidovudine,300mg,Tablet,60,1000,16400.0,16.4,0.27,No,Weight Captured Separately,Freight Included in Commodity Cost,26.24
5676,116-ZA-T01,Pre-PQ Process,SCMS-19800,ASN-1665,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2/20/2008,24-Apr-08,24-Apr-08,24-Apr-08,ARV,Adult,"Lamivudine 150mg [Epivir], tablets, 60 Tabs",Lamivudine,150mg,Tablet,60,3000,16350.0,5.45,0.09,No,Weight Captured Separately,Freight Included in Commodity Cost,26.16
5677,116-ZA-T01,Pre-PQ Process,SCMS-19800,ASN-1665,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2/20/2008,24-Apr-08,24-Apr-08,24-Apr-08,ARV,Adult,"Stavudine 20mg [Zerit], capsules, 60 Caps",Stavudine,20mg,Capsule,60,200,978.0,4.89,0.08,No,Weight Captured Separately,Freight Included in Commodity Cost,1.56
5678,116-ZA-T01,Pre-PQ Process,SCMS-19800,ASN-1665,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2/20/2008,24-Apr-08,24-Apr-08,24-Apr-08,ARV,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,300/200mg,Tablet - FDC,30,20,723.4,36.17,1.21,No,Weight Captured Separately,Freight Included in Commodity Cost,1.16
5701,108-VN-T01,Pre-PQ Process,SCMS-20200,ASN-2017,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2008,14-Jul-08,14-Jul-08,14-Jul-08,ARV,Adult,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,300mg,Tablet,60,500,12500.0,25.0,0.42,Yes,124,5217.59,20.0
5703,108-VN-T01,Pre-PQ Process,SCMS-20341,ASN-1691,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/10/2008,1-Jun-08,22-May-08,22-May-08,ARV,Adult,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,300mg,Tablet,30,2016,27538.56,13.66,0.46,Yes,122,2864.44,44.06
5713,104-CI-T01,Pre-PQ Process,SCMS-21270,ASN-1669,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/7/2008,9-May-08,9-May-08,9-May-08,HRDT,HIV test,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",,Test kit,100,250,17997.5,71.99,0.72,Yes,57,1796.68,28.8
5717,116-ZA-T01,Pre-PQ Process,SCMS-21460,ASN-1667,South Africa,PMO - US,Direct Drop,DDP,,Pre-PQ Process,4/4/2008,25-Apr-08,7-Apr-08,7-Apr-08,ARV,Adult,"Nevirapine 200mg [Viramune], tablets, 60 Tabs",Nevirapine,200mg,Tablet,60,100,2030.0,20.3,0.34,No,Weight Captured Separately,Freight Included in Commodity Cost,3.25
5769,102-BW-T01,Pre-PQ Process,SCMS-22770,ASN-2235,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/28/2008,20-Jan-09,20-Jan-09,20-Jan-09,HRDT,HIV test - Ancillary,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",,Test kit - Ancillary,100,100,1.0,0.01,0.0,Yes,Weight Captured Separately,Invoiced Separately,0.0
5793,108-VN-T01,Pre-PQ Process,SCMS-23340,ASN-2277,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/13/2008,19-Sep-08,19-Sep-08,19-Sep-08,ARV,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,150/300mg,Tablet - FDC,60,3024,27972.0,9.25,0.15,Yes,703,10356.86,44.76
5794,108-VN-T01,Pre-PQ Process,SCMS-23350,ASN-2489,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,5/13/2008,16-Nov-08,16-Nov-08,16-Nov-08,ARV,Adult,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,200/50mg,Tablet,120,1040,85488.0,82.2,0.68,Yes,251,2519.89,136.78
5796,108-VN-T01,Pre-PQ Process,SCMS-23440,ASN-2335,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/13/2008,20-Sep-08,20-Sep-08,20-Sep-08,ARV,Adult,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,150mg,Tablet,60,9576,24897.6,2.6,0.04,Yes,889,7884.8,39.84
5799,116-ZA-T01,Pre-PQ Process,SCMS-23500,ASN-2300,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,20-Aug-08,14-May-08,14-May-08,ARV,Adult,"Abacavir 300mg [Ziagen], tablets, Blister 6 x 10 Tabs",Abacavir,300mg,Tablet - blister,60,8,397.92,49.74,0.83,No,Weight Captured Separately,Freight Included in Commodity Cost,0.64
5800,116-ZA-T01,Pre-PQ Process,SCMS-23500,ASN-2293,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,20-Aug-08,8-May-08,8-May-08,ARV,Pediatric,"Didanosine 100mg [Videx],chewable tablets, 60 Tabs",Didanosine,100mg,Chewable/dispersible tablet,60,4,56.16,14.04,0.23,No,Weight Captured Separately,Freight Included in Commodity Cost,0.09
5801,116-ZA-T01,Pre-PQ Process,SCMS-23500,ASN-2293,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,20-Aug-08,8-May-08,8-May-08,ARV,Adult,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,300mg,Tablet,30,30,738.3,24.61,0.82,No,Weight Captured Separately,Freight Included in Commodity Cost,1.18
5802,116-ZA-T01,Pre-PQ Process,SCMS-23500,ASN-2293,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,20-Aug-08,8-May-08,8-May-08,ARV,Pediatric,"Didanosine 2g [Videx], powder for oral solution 10mg/ml, reconstitute to 200 ml",Didanosine,2g,Powder for oral solution,200,6,78.48,13.08,0.07,No,Weight Captured Separately,Freight Included in Commodity Cost,0.13
5815,106-HT-T01,Pre-PQ Process,SCMS-23800,ASN-2257,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/20/2008,22-Aug-08,22-Aug-08,22-Aug-08,HRDT,HIV test,"HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",,Test kit,100,121,16819.0,139.0,1.39,Yes,100,1372.85,26.91
5818,106-HT-T01,Pre-PQ Process,SCMS-23920,ASN-2569,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/20/2008,10-Oct-08,10-Oct-08,10-Oct-08,HRDT,HIV test,"HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",,Test kit,100,84,11676.0,139.0,1.39,Yes,54,871.71,18.68
5821,106-HT-T01,Pre-PQ Process,SCMS-24010,ASN-3087,Haiti,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,5/23/2008,14-Jan-09,14-Jan-09,14-Jan-09,HRDT,HIV test,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",,Test kit,100,28,9800.0,350.0,3.5,Yes,Weight Captured Separately,Freight Included in Commodity Cost,19.21
5857,107-RW-T01,Pre-PQ Process,SCMS-25140,ASN-2116,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/12/2008,22-Jul-08,22-Jul-08,22-Jul-08,HRDT,HIV test,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",,Test kit,100,4327,302890.0,70.0,0.7,Yes,986,26574.61,484.62
5860,113-ZW-T01,Pre-PQ Process,SCMS-25300,ASN-2997,Zimbabwe,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/12/2008,22-Jan-09,22-Jan-09,22-Jan-09,HRDT,HIV test,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",,Test kit,100,1396,100498.04,71.99,0.72,Yes,414,5781.14,196.98
5894,108-VN-T01,Pre-PQ Process,SCMS-26170,ASN-2339,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/1/2008,3-Sep-08,3-Sep-08,3-Sep-08,ARV,Adult,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,150mg,Tablet,60,15960,38304.0,2.4,0.04,Yes,755,6609.02,61.29
5895,108-VN-T01,Pre-PQ Process,SCMS-26370,ASN-2337,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/1/2008,19-Sep-08,19-Sep-08,19-Sep-08,ARV,Adult,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,300mg,Tablet,30,5040,62294.4,12.36,0.41,Yes,301,4883.46,99.67
5905,109-TZ-T01,Pre-PQ Process,SCMS-26640,ASN-2408,Tanzania,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,7/4/2008,8-Sep-08,8-Sep-08,8-Sep-08,ARV,Pediatric,"Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml",Abacavir,20mg/ml,Oral solution,240,132,1990.56,15.08,0.06,Yes,65,633,3.18
5916,116-ZA-T01,Pre-PQ Process,SCMS-26820,ASN-2488,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,10-Jul-08,8-Jul-08,8-Jul-08,ARV,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,300/200mg,Tablet - FDC,30,30,1171.5,39.05,1.3,No,Weight Captured Separately,Freight Included in Commodity Cost,1.87
5917,130-NG-T01,Pre-PQ Process,SCMS-26840,ASN-2554,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/15/2008,9-Oct-08,9-Oct-08,9-Oct-08,ANTM,Malaria,"Sulfadoxine/Pyrimethamine 500/25mg, tablets, 1000 Tabs",Sulfadoxine/Pyrimethamine,500/25mg,Tablet - FDC,1000,7,184.45,26.35,0.03,Yes,488,4404.9,0.3
5928,133-NG-T01,Pre-PQ Process,SCMS-27050,ASN-2694,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/18/2008,7-Nov-08,7-Nov-08,7-Nov-08,HRDT,HIV test,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",,Test kit,20,8485,229095.0,27.0,1.35,Yes,2441,22229.32,449.03
5935,108-VN-T01,Pre-PQ Process,SCMS-27290,ASN-2853,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,7/24/2008,2-Dec-08,2-Dec-08,2-Dec-08,ARV,Adult,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,200/50mg,Tablet,120,6,493.2,82.2,0.68,Yes,9,2709.98,0.97
5936,108-VN-T01,Pre-PQ Process,SCMS-27320,ASN-2792,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/24/2008,21-Nov-08,21-Nov-08,21-Nov-08,ARV,Adult,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,300mg,Tablet,60,880,20680.0,23.5,0.39,Yes,331,2771.84,40.53
5937,108-VN-T01,Pre-PQ Process,SCMS-27340,ASN-2862,Vietnam,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,7/23/2008,21-Nov-08,21-Nov-08,21-Nov-08,ARV,Pediatric,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,25mg,Chewable/dispersible tablet,60,280,1960.0,7.0,0.12,Yes,60,1516.05,3.84
